Lea State,LEA,School State,School,ID,Year,Category,American Indian or Alaska Native,Asian or Pacific Islander,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),LEP
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF TECHN ENGIN MATH & SCI,130012099999,2009,Passing some AP tests taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF TECHN ENGIN MATH & SCI,130012099999,2009,Passing no AP tests taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF TECHN ENGIN MATH & SCI,130012099999,2009,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,0.00,285.00,0.00,0.00,290.00,35.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,GRADY HIGH SCHOOL,130012000066,2011,Enrollment in AP classes,2.00,,13.00,2.00,13.00,220.00,289.00,25.00,564.00,16.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,GRADY HIGH SCHOOL,130012000066,2011,Taking AP tests for some AP courses taken,0.00,,13.00,0.00,4.00,85.00,181.00,0.00,283.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,GRADY HIGH SCHOOL,130012000066,2011,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,GRADY HIGH SCHOOL,130012000066,2011,Students who took AP courses but did not take any AP tests,2.00,,2.00,2.00,10.00,133.00,106.00,25.00,280.00,16.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,GRADY HIGH SCHOOL,130012000066,2011,Passing all AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,GRADY HIGH SCHOOL,130012000066,2011,Passing some AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,GRADY HIGH SCHOOL,130012000066,2011,Passing no AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,GRADY HIGH SCHOOL,130012000066,2011,Total Enrollment (Secondary Schools),2.00,,25.00,2.00,55.00,1009.00,406.00,49.00,1548.00,125.00,13.00
GA,ATLANTA PUBLIC SCHOOLS,GA,WASHINGTON HIGH SCHOOL SENIOR ACADEMY,130012000072,2011,Enrollment in AP classes,0.00,,0.00,0.00,2.00,97.00,0.00,0.00,99.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,WASHINGTON HIGH SCHOOL SENIOR ACADEMY,130012000072,2011,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,25.00,0.00,0.00,25.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,WASHINGTON HIGH SCHOOL SENIOR ACADEMY,130012000072,2011,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,0.00,13.00,0.00,0.00,13.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,WASHINGTON HIGH SCHOOL SENIOR ACADEMY,130012000072,2011,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,49.00,0.00,0.00,49.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,WASHINGTON HIGH SCHOOL SENIOR ACADEMY,130012000072,2011,Passing all AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,WASHINGTON HIGH SCHOOL SENIOR ACADEMY,130012000072,2011,Passing some AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,WASHINGTON HIGH SCHOOL SENIOR ACADEMY,130012000072,2011,Passing no AP tests taken,<=2,,<=2,<=2,<=2,23.00,<=2,<=2,23.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,WASHINGTON HIGH SCHOOL SENIOR ACADEMY,130012000072,2011,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,4.00,259.00,0.00,2.00,265.00,32.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,DOUGLASS HIGH SCHOOL,130012000089,2011,Enrollment in AP classes,2.00,,0.00,0.00,2.00,250.00,4.00,2.00,260.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,DOUGLASS HIGH SCHOOL,130012000089,2011,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,118.00,0.00,0.00,118.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,DOUGLASS HIGH SCHOOL,130012000089,2011,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,0.00,121.00,2.00,0.00,123.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,DOUGLASS HIGH SCHOOL,130012000089,2011,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,25.00,0.00,0.00,25.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,DOUGLASS HIGH SCHOOL,130012000089,2011,Passing all AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,DOUGLASS HIGH SCHOOL,130012000089,2011,Passing some AP tests taken,<=2,,<=2,<=2,<=2,4.00,<=2,<=2,4.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,DOUGLASS HIGH SCHOOL,130012000089,2011,Passing no AP tests taken,<=2,,<=2,<=2,<=2,29.00,<=2,<=2,29.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,DOUGLASS HIGH SCHOOL,130012000089,2011,Total Enrollment (Secondary Schools),2.00,,0.00,2.00,16.00,1153.00,7.00,5.00,1185.00,146.00,10.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CRIM HIGH SCHOOL,130012000120,2011,Enrollment in AP classes,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,CRIM HIGH SCHOOL,130012000120,2011,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,CRIM HIGH SCHOOL,130012000120,2011,Taking AP tests for all AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,CRIM HIGH SCHOOL,130012000120,2011,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,CRIM HIGH SCHOOL,130012000120,2011,Passing all AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,CRIM HIGH SCHOOL,130012000120,2011,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,CRIM HIGH SCHOOL,130012000120,2011,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,CRIM HIGH SCHOOL,130012000120,2011,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,7.00,595.00,2.00,2.00,606.00,47.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYS HIGH SCHOOL,130012001865,2011,Enrollment in AP classes,0.00,,2.00,0.00,19.00,631.00,0.00,4.00,656.00,16.00,8.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYS HIGH SCHOOL,130012001865,2011,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,2.00,64.00,0.00,0.00,66.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYS HIGH SCHOOL,130012001865,2011,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYS HIGH SCHOOL,130012001865,2011,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,16.00,358.00,0.00,0.00,374.00,4.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYS HIGH SCHOOL,130012001865,2011,Passing all AP tests taken,<=2,,<=2,<=2,4.00,8.00,<=2,<=2,12.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYS HIGH SCHOOL,130012001865,2011,Passing some AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYS HIGH SCHOOL,130012001865,2011,Passing no AP tests taken,<=2,,<=2,<=2,4.00,62.00,<=2,<=2,66.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYS HIGH SCHOOL,130012001865,2011,Total Enrollment (Secondary Schools),0.00,,4.00,0.00,37.00,1480.00,0.00,4.00,1525.00,167.00,16.00
GA,ATLANTA PUBLIC SCHOOLS,GA,APS-FORREST HILLS ACADEMEY,130012002798,2011,Enrollment in AP classes,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,APS-FORREST HILLS ACADEMEY,130012002798,2011,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,APS-FORREST HILLS ACADEMEY,130012002798,2011,Taking AP tests for all AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,APS-FORREST HILLS ACADEMEY,130012002798,2011,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,APS-FORREST HILLS ACADEMEY,130012002798,2011,Passing all AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,APS-FORREST HILLS ACADEMEY,130012002798,2011,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,APS-FORREST HILLS ACADEMEY,130012002798,2011,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,APS-FORREST HILLS ACADEMEY,130012002798,2011,Total Enrollment (Secondary Schools),0.00,,0.00,2.00,16.00,850.00,7.00,4.00,879.00,92.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,WEST END ACADEMY,130012002799,2011,Enrollment in AP classes,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,WEST END ACADEMY,130012002799,2011,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,WEST END ACADEMY,130012002799,2011,Taking AP tests for all AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,WEST END ACADEMY,130012002799,2011,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,WEST END ACADEMY,130012002799,2011,Passing all AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,WEST END ACADEMY,130012002799,2011,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,WEST END ACADEMY,130012002799,2011,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,WEST END ACADEMY,130012002799,2011,Total Enrollment (Secondary Schools),0.00,,2.00,0.00,4.00,151.00,4.00,0.00,161.00,<=2,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,TECH HIGH SCHOOL,130012003469,2011,Enrollment in AP classes,0.00,,0.00,0.00,2.00,49.00,2.00,4.00,57.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,TECH HIGH SCHOOL,130012003469,2011,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,28.00,0.00,0.00,28.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,TECH HIGH SCHOOL,130012003469,2011,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,0.00,22.00,0.00,0.00,22.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,TECH HIGH SCHOOL,130012003469,2011,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,2.00,2.00,2.00,4.00,10.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,TECH HIGH SCHOOL,130012003469,2011,Passing all AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,TECH HIGH SCHOOL,130012003469,2011,Passing some AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,TECH HIGH SCHOOL,130012003469,2011,Passing no AP tests taken,<=2,,<=2,<=2,<=2,47.00,<=2,<=2,47.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,TECH HIGH SCHOOL,130012003469,2011,Total Enrollment (Secondary Schools),2.00,,0.00,0.00,4.00,202.00,7.00,4.00,219.00,23.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2011,Enrollment in AP classes,0.00,,0.00,0.00,2.00,31.00,0.00,0.00,33.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2011,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,7.00,0.00,0.00,7.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2011,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,0.00,7.00,0.00,0.00,7.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2011,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,2.00,19.00,0.00,0.00,21.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2011,Passing all AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2011,Passing some AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2011,Passing no AP tests taken,<=2,,<=2,<=2,<=2,7.00,<=2,<=2,7.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2011,Total Enrollment (Secondary Schools),0.00,,2.00,0.00,4.00,325.00,0.00,0.00,331.00,<=2,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2011,Enrollment in AP classes,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2011,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2011,Taking AP tests for all AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2011,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2011,Passing all AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2011,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2011,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2011,Total Enrollment (Secondary Schools),2.00,,0.00,0.00,7.00,307.00,0.00,2.00,318.00,38.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF HEALTH SCIENCES AND RESEARCH AT CARVER,130012003543,2011,Enrollment in AP classes,0.00,,0.00,0.00,7.00,145.00,0.00,2.00,154.00,0.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF HEALTH SCIENCES AND RESEARCH AT CARVER,130012003543,2011,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,70.00,0.00,0.00,70.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF HEALTH SCIENCES AND RESEARCH AT CARVER,130012003543,2011,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF HEALTH SCIENCES AND RESEARCH AT CARVER,130012003543,2011,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,7.00,73.00,0.00,2.00,82.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF HEALTH SCIENCES AND RESEARCH AT CARVER,130012003543,2011,Passing all AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF HEALTH SCIENCES AND RESEARCH AT CARVER,130012003543,2011,Passing some AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF HEALTH SCIENCES AND RESEARCH AT CARVER,130012003543,2011,Passing no AP tests taken,<=2,,<=2,<=2,<=2,68.00,<=2,<=2,68.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF HEALTH SCIENCES AND RESEARCH AT CARVER,130012003543,2011,Total Enrollment (Secondary Schools),0.00,,2.00,0.00,13.00,400.00,2.00,2.00,419.00,38.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THE SCHOOL OF THE ARTS AT CARVER,130012003544,2011,Enrollment in AP classes,0.00,,0.00,0.00,4.00,91.00,2.00,4.00,101.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THE SCHOOL OF THE ARTS AT CARVER,130012003544,2011,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,16.00,0.00,0.00,16.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THE SCHOOL OF THE ARTS AT CARVER,130012003544,2011,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,2.00,22.00,0.00,0.00,24.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THE SCHOOL OF THE ARTS AT CARVER,130012003544,2011,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THE SCHOOL OF THE ARTS AT CARVER,130012003544,2011,Passing all AP tests taken,<=2,,<=2,<=2,<=2,4.00,<=2,<=2,4.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,THE SCHOOL OF THE ARTS AT CARVER,130012003544,2011,Passing some AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,THE SCHOOL OF THE ARTS AT CARVER,130012003544,2011,Passing no AP tests taken,<=2,,<=2,<=2,<=2,32.00,<=2,<=2,32.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,THE SCHOOL OF THE ARTS AT CARVER,130012003544,2011,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,7.00,361.00,2.00,4.00,374.00,35.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION AND DES,130012003551,2011,Enrollment in AP classes,0.00,,2.00,0.00,5.00,100.00,0.00,0.00,107.00,4.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION AND DES,130012003551,2011,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,25.00,0.00,0.00,25.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION AND DES,130012003551,2011,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,0.00,13.00,0.00,0.00,13.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION AND DES,130012003551,2011,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION AND DES,130012003551,2011,Passing all AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION AND DES,130012003551,2011,Passing some AP tests taken,<=2,,<=2,<=2,<=2,11.00,<=2,<=2,11.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION AND DES,130012003551,2011,Passing no AP tests taken,<=2,,<=2,<=2,<=2,14.00,<=2,<=2,14.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION AND DES,130012003551,2011,Total Enrollment (Secondary Schools),2.00,,2.00,0.00,25.00,394.00,0.00,0.00,423.00,53.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF LAW- GOVERNMENT AND PUBLIC POLI,130012003552,2011,Enrollment in AP classes,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF LAW- GOVERNMENT AND PUBLIC POLI,130012003552,2011,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF LAW- GOVERNMENT AND PUBLIC POLI,130012003552,2011,Taking AP tests for all AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF LAW- GOVERNMENT AND PUBLIC POLI,130012003552,2011,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF LAW- GOVERNMENT AND PUBLIC POLI,130012003552,2011,Passing all AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF LAW- GOVERNMENT AND PUBLIC POLI,130012003552,2011,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF LAW- GOVERNMENT AND PUBLIC POLI,130012003552,2011,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF LAW- GOVERNMENT AND PUBLIC POLI,130012003552,2011,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,4.00,376.00,0.00,2.00,382.00,44.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF ENGINEERING- MATH- AND SCIENCE,130012003555,2011,Enrollment in AP classes,0.00,,0.00,0.00,0.00,142.00,0.00,0.00,142.00,7.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF ENGINEERING- MATH- AND SCIENCE,130012003555,2011,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,40.00,0.00,0.00,40.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF ENGINEERING- MATH- AND SCIENCE,130012003555,2011,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,0.00,7.00,0.00,0.00,7.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF ENGINEERING- MATH- AND SCIENCE,130012003555,2011,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,13.00,0.00,0.00,13.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF ENGINEERING- MATH- AND SCIENCE,130012003555,2011,Passing all AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF ENGINEERING- MATH- AND SCIENCE,130012003555,2011,Passing some AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF ENGINEERING- MATH- AND SCIENCE,130012003555,2011,Passing no AP tests taken,<=2,,<=2,<=2,<=2,38.00,<=2,<=2,38.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF ENGINEERING- MATH- AND SCIENCE,130012003555,2011,Total Enrollment (Secondary Schools),2.00,,2.00,0.00,0.00,415.00,0.00,0.00,419.00,53.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA LAW AND SOCIAL JUSTICE SCHOOL,130012003556,2011,Enrollment in AP classes,0.00,,0.00,0.00,10.00,97.00,0.00,2.00,109.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA LAW AND SOCIAL JUSTICE SCHOOL,130012003556,2011,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,2.00,46.00,0.00,0.00,48.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA LAW AND SOCIAL JUSTICE SCHOOL,130012003556,2011,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,0.00,19.00,0.00,0.00,19.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA LAW AND SOCIAL JUSTICE SCHOOL,130012003556,2011,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,10.00,49.00,0.00,2.00,61.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA LAW AND SOCIAL JUSTICE SCHOOL,130012003556,2011,Passing all AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA LAW AND SOCIAL JUSTICE SCHOOL,130012003556,2011,Passing some AP tests taken,<=2,,<=2,<=2,<=2,13.00,<=2,<=2,13.00,<=2,<=2
