Lea State,LEA,School State,School,ID,Year,Category,American Indian or Alaska Native,Asian or Pacific Islander,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
GA,ATLANTA PUBLIC SCHOOLS,GA,BURGESS-PETERSON ELEMENTARY SCHOOL,130012003471,2011,Total enrollment,0.00,,0.00,2.00,7.00,310.00,22.00,7.00,348.00,68.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2011,Total enrollment,0.00,,2.00,0.00,4.00,325.00,0.00,0.00,331.00,<=2,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,ATLANTA CHARTER MIDDLE SCHOOL,130012003541,2011,Total enrollment,0.00,,2.00,0.00,10.00,118.00,79.00,19.00,228.00,35.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2011,Total enrollment,2.00,,0.00,0.00,7.00,307.00,0.00,2.00,318.00,38.00,0.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF HEALTH SCIENCES AND RESEARCH AT CARVER,130012003543,2011,Total enrollment,0.00,,2.00,0.00,13.00,400.00,2.00,2.00,419.00,38.00,0.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THE SCHOOL OF THE ARTS AT CARVER,130012003544,2011,Total enrollment,0.00,,0.00,0.00,7.00,361.00,2.00,4.00,374.00,35.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION AND DES,130012003551,2011,Total enrollment,2.00,,2.00,0.00,25.00,394.00,0.00,0.00,423.00,53.00,2.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF LAW- GOVERNMENT AND PUBLIC POLI,130012003552,2011,Total enrollment,0.00,,0.00,0.00,4.00,376.00,0.00,2.00,382.00,44.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF ENGINEERING- MATH- AND SCIENCE,130012003555,2011,Total enrollment,2.00,,2.00,0.00,0.00,415.00,0.00,0.00,419.00,53.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KING MIDDLE SCHOOL,130012000025,2013,Total enrollment,0.00,,4.00,0.00,40.00,418.00,7.00,4.00,473.00,71.00,4.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,INMAN MIDDLE SCHOOL,130012000027,2013,Total enrollment,2.00,,19.00,0.00,67.00,451.00,400.00,40.00,979.00,101.00,19.00,13.00
GA,ATLANTA PUBLIC SCHOOLS,GA,GARDEN HILLS ELEMENTARY SCHOOL,130012000029,2013,Total enrollment,0.00,,19.00,0.00,397.00,100.00,94.00,10.00,620.00,41.00,0.00,283.00
GA,ATLANTA PUBLIC SCHOOLS,GA,TOWNS ELEMENTARY SCHOOL,130012000034,2013,Total enrollment,0.00,,0.00,0.00,88.00,247.00,0.00,2.00,337.00,35.00,0.00,70.00
GA,ATLANTA PUBLIC SCHOOLS,GA,RIVERS ELEMENTARY SCHOOL,130012000036,2013,Total enrollment,4.00,,34.00,2.00,160.00,184.00,265.00,13.00,662.00,50.00,7.00,100.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KIMBERLY ELEMENTARY SCHOOL,130012000038,2013,Total enrollment,0.00,,0.00,0.00,25.00,433.00,0.00,2.00,460.00,53.00,2.00,10.00
GA,ATLANTA PUBLIC SCHOOLS,GA,HUTCHINSON ELEMENTARY SCHOOL,130012000039,2013,Total enrollment,0.00,,2.00,2.00,85.00,295.00,2.00,4.00,390.00,20.00,0.00,64.00
GA,ATLANTA PUBLIC SCHOOLS,GA,GROVE PARK INTERMEDIATE SCHOOL,130012000042,2013,Total enrollment,2.00,,0.00,0.00,10.00,307.00,0.00,2.00,321.00,23.00,0.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,HUMPHRIES ELEMENTARY SCHOOL,130012000043,2013,Total enrollment,2.00,,0.00,0.00,58.00,298.00,0.00,2.00,360.00,38.00,2.00,28.00
GA,ATLANTA PUBLIC SCHOOLS,GA,F. L. STANTON ELEMENTARY SCHOOL,130012000045,2013,Total enrollment,0.00,,0.00,0.00,2.00,274.00,0.00,2.00,278.00,26.00,4.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KENNEDY MIDDLE SCHOOL,130012000048,2013,Total enrollment,0.00,,0.00,0.00,0.00,64.00,0.00,0.00,64.00,14.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,TOOMER ELEMENTARY SCHOOL,130012000052,2013,Total enrollment,0.00,,4.00,2.00,4.00,301.00,61.00,7.00,379.00,53.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,DUNBAR ELEMENTARY SCHOOL,130012000054,2013,Total enrollment,0.00,,0.00,0.00,16.00,388.00,0.00,4.00,408.00,32.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SYLVAN HILLS MIDDLE SCHOOL,130012000058,2013,Total enrollment,2.00,,0.00,0.00,7.00,565.00,4.00,4.00,582.00,71.00,2.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SLATER ELEMENTARY SCHOOL,130012000059,2013,Total enrollment,2.00,,0.00,0.00,10.00,547.00,0.00,2.00,561.00,38.00,4.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,PRICE MIDDLE SCHOOL,130012000060,2013,Total enrollment,0.00,,0.00,0.00,10.00,328.00,0.00,2.00,340.00,53.00,4.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MILES INTERMEDIATE SCHOOL,130012000063,2013,Total enrollment,0.00,,0.00,0.00,13.00,310.00,0.00,0.00,323.00,44.00,2.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,GRADY HIGH SCHOOL,130012000066,2013,Total enrollment,2.00,,28.00,2.00,64.00,790.00,394.00,40.00,1320.00,116.00,16.00,16.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THOMASVILLE HEIGHTS ELEMENTARY SCHOOL,130012000069,2013,Total enrollment,0.00,,0.00,0.00,4.00,349.00,0.00,0.00,353.00,44.00,4.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BENTEEN ELEMENTARY SCHOOL,130012000073,2013,Total enrollment,0.00,,0.00,0.00,115.00,160.00,2.00,0.00,277.00,17.00,4.00,64.00
GA,ATLANTA PUBLIC SCHOOLS,GA,D. H. STANTON ELEMENTARY SCHOOL,130012000077,2013,Total enrollment,0.00,,0.00,0.00,7.00,238.00,2.00,2.00,249.00,20.00,0.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,COAN MIDDLE SCHOOL,130012000082,2013,Total enrollment,0.00,,2.00,0.00,4.00,250.00,4.00,2.00,262.00,50.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,M. A. JONES ELEMENTARY SCHOOL,130012000085,2013,Total enrollment,2.00,,0.00,0.00,10.00,499.00,0.00,4.00,515.00,53.00,4.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,DOUGLASS HIGH SCHOOL,130012000089,2013,Total enrollment,2.00,,0.00,2.00,19.00,754.00,4.00,4.00,785.00,113.00,2.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CLEVELAND ELEMENTARY SCHOOL,130012000091,2013,Total enrollment,0.00,,2.00,0.00,25.00,334.00,0.00,2.00,363.00,44.00,0.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CASCADE ELEMENTARY SCHOOL,130012000092,2013,Total enrollment,0.00,,0.00,2.00,4.00,427.00,2.00,2.00,437.00,41.00,4.00,19.00
GA,ATLANTA PUBLIC SCHOOLS,GA,WHITEFOORD ELEMENTARY SCHOOL,130012000097,2013,Total enrollment,0.00,,0.00,0.00,2.00,259.00,2.00,2.00,265.00,32.00,4.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA LAW AND SOCIAL JUSTICE SCHOOL,130012003556,2013,Total enrollment,0.00,,0.00,0.00,13.00,286.00,2.00,2.00,303.00,41.00,4.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THE BEST ACADEMY AT BENJAMIN S. CARSON,130012003558,2013,Total enrollment,0.00,,0.00,0.00,0.00,320.00,0.00,2.00,322.00,49.00,5.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF HEALTH AND MEDICAL SCIENCE,130012003567,2013,Total enrollment,0.00,,0.00,0.00,13.00,292.00,2.00,2.00,309.00,38.00,0.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF HEALTH AND SCIENCE,130012003572,2013,Total enrollment,0.00,,0.00,0.00,2.00,238.00,0.00,2.00,242.00,32.00,0.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,WESLEY INTERNATIONAL ACADEMY CHARTER FACILITY,130012003589,2013,Total enrollment,0.00,,7.00,2.00,40.00,526.00,100.00,37.00,712.00,53.00,10.00,10.00
GA,ATLANTA PUBLIC SCHOOLS,GA,HILLSIDE CONANT SCHOOL,130012003660,2013,Total enrollment,0.00,,0.00,0.00,2.00,28.00,40.00,4.00,74.00,65.00,4.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP STRIVE ACADEMY,130012003823,2013,Total enrollment,0.00,,0.00,0.00,4.00,346.00,0.00,4.00,354.00,38.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SPRINGDALE PARK ELEMENTARY SCHOOL,130012003841,2013,Total enrollment,4.00,,28.00,2.00,58.00,103.00,421.00,22.00,638.00,38.00,13.00,31.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON - EARLY COLLEGE SMALL SCHOOL,130012003861,2013,Total enrollment,0.00,,0.00,0.00,2.00,235.00,0.00,2.00,239.00,7.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,NORTH METRO PSYCHOEDUCATIONAL PROGRAM,130012003889,2013,Total enrollment,0.00,,0.00,0.00,0.00,58.00,0.00,0.00,58.00,59.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - BANKING- FINANC,130012003906,2013,Total enrollment,2.00,,0.00,0.00,4.00,283.00,0.00,2.00,291.00,47.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - HEALTH- SCIENCE,130012003960,2013,Total enrollment,2.00,,0.00,0.00,4.00,337.00,0.00,2.00,345.00,56.00,2.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CORETTA SCOTT KING YOUNG WOMEN'S ACADEMY MIDDLE SC,130012003971,2013,Total enrollment,0.00,,0.00,0.00,2.00,296.00,0.00,2.00,300.00,25.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,INTOWN CHARTER ACADEMY,130012003973,2013,Total enrollment,0.00,,0.00,0.00,2.00,325.00,0.00,4.00,331.00,41.00,4.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CORETTA SCOTT KING YOUNG WOMEN'S ACADEMY HIGH SCHO,130012003980,2013,Total enrollment,0.00,,0.00,0.00,2.00,278.00,0.00,5.00,285.00,25.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THE BEST ACADEMY HIGH SCHOOL AT BENJAMIN S. CARSON,130012003985,2013,Total enrollment,0.00,,0.00,0.00,0.00,245.00,0.00,2.00,247.00,34.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP VISION,130012003992,2013,Total enrollment,2.00,,0.00,2.00,10.00,337.00,0.00,2.00,353.00,23.00,7.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KINDEZI,130012004012,2013,Total enrollment,4.00,,2.00,0.00,2.00,169.00,13.00,4.00,194.00,17.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP ATLANTA COLLEGIATE,130012004059,2013,Total enrollment,2.00,,0.00,0.00,7.00,358.00,4.00,2.00,373.00,20.00,4.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,ADAMSVILLE PRIMARY SCHOOL,130012004067,2013,Total enrollment,0.00,,0.00,0.00,10.00,379.00,0.00,2.00,391.00,44.00,0.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,LATIN ACADEMY CHARTER SCHOOL,130012004083,2013,Total enrollment,0.00,,2.00,0.00,0.00,184.00,0.00,2.00,188.00,14.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,WOODSON PRIMARY SCHOOL,130012004087,2013,Total enrollment,0.00,,0.00,0.00,10.00,352.00,2.00,4.00,368.00,26.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP STRIVE PRIMARY,130012004091,2013,Total enrollment,0.00,,0.00,0.00,7.00,220.00,0.00,0.00,227.00,7.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP VISION PRIMARY,130012004124,2013,Total enrollment,0.00,,0.00,0.00,0.00,109.00,0.00,0.00,109.00,4.00,4.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,WESTSIDE ATLANTA CHARTER SCHOOL,130012004139,2013,Total enrollment,0.00,,2.00,0.00,4.00,70.00,49.00,4.00,129.00,4.00,2.00,2.00
GA,COMMISSION CHARTER SCHOOLS- ATLANTA HEIGHTS CHARTER SCHOOL,GA,ATLANTA HEIGHTS CHARTER SCHOOL,130022104021,2013,Total enrollment,0.00,,0.00,2.00,31.00,649.00,5.00,2.00,689.00,56.00,0.00,13.00
GA,Atlanta Public Schools,GA,Long Middle School,130012000017,2015,Total enrollment,0.00,,2.00,2.00,55.00,586.00,7.00,2.00,654.00,89.00,2.00,22.00
GA,Atlanta Public Schools,GA,Boyd Elementary School,130012000022,2015,Total enrollment,0.00,,0.00,0.00,10.00,487.00,0.00,0.00,497.00,53.00,2.00,2.00
GA,Atlanta Public Schools,GA,King Middle School,130012000025,2015,Total enrollment,0.00,,0.00,0.00,43.00,583.00,7.00,4.00,637.00,95.00,0.00,13.00
GA,Atlanta Public Schools,GA,Inman Middle School,130012000027,2015,Total enrollment,4.00,,28.00,2.00,88.00,430.00,457.00,58.00,1067.00,92.00,10.00,16.00
GA,Atlanta Public Schools,GA,Garden Hills Elementary School,130012000029,2015,Total enrollment,0.00,,16.00,0.00,271.00,88.00,97.00,16.00,488.00,35.00,0.00,205.00
GA,Atlanta Public Schools,GA,Towns Elementary School,130012000034,2015,Total enrollment,0.00,,0.00,0.00,82.00,250.00,2.00,4.00,338.00,29.00,0.00,55.00
GA,Atlanta Public Schools,GA,Rivers Elementary School,130012000036,2015,Total enrollment,10.00,,46.00,4.00,157.00,202.00,304.00,25.00,748.00,98.00,4.00,112.00
GA,Atlanta Public Schools,GA,Kimberly Elementary School,130012000038,2015,Total enrollment,0.00,,0.00,0.00,19.00,409.00,0.00,2.00,430.00,59.00,2.00,10.00
GA,Atlanta Public Schools,GA,Hutchinson Elementary School,130012000039,2015,Total enrollment,2.00,,2.00,2.00,85.00,376.00,2.00,4.00,473.00,16.00,0.00,52.00
GA,Atlanta Public Schools,GA,Grove Park Intermediate School,130012000042,2015,Total enrollment,0.00,,0.00,0.00,13.00,265.00,0.00,2.00,280.00,23.00,0.00,4.00
GA,Atlanta Public Schools,GA,Humphries Elementary School,130012000043,2015,Total enrollment,2.00,,0.00,0.00,40.00,313.00,0.00,2.00,357.00,41.00,0.00,16.00
GA,Atlanta Public Schools,GA,F. L. Stanton Elementary School,130012000045,2015,Total enrollment,0.00,,0.00,0.00,0.00,274.00,2.00,2.00,278.00,44.00,0.00,0.00
GA,Atlanta Public Schools,GA,Toomer Elementary School,130012000052,2015,Total enrollment,0.00,,2.00,0.00,4.00,250.00,70.00,13.00,339.00,62.00,0.00,0.00
GA,Atlanta Public Schools,GA,Dunbar Elementary School,130012000054,2015,Total enrollment,0.00,,0.00,0.00,13.00,379.00,0.00,2.00,394.00,50.00,0.00,4.00
GA,Atlanta Public Schools,GA,Sylvan Hills Middle School,130012000058,2015,Total enrollment,0.00,,2.00,0.00,4.00,556.00,2.00,7.00,571.00,71.00,2.00,4.00
GA,Atlanta Public Schools,GA,Slater Elementary School,130012000059,2015,Total enrollment,2.00,,2.00,0.00,10.00,550.00,2.00,4.00,570.00,38.00,2.00,4.00
GA,Atlanta Public Schools,GA,Price Middle School,130012000060,2015,Total enrollment,0.00,,0.00,0.00,10.00,289.00,0.00,4.00,303.00,53.00,2.00,4.00
GA,Atlanta Public Schools,GA,Miles Intermediate School,130012000063,2015,Total enrollment,2.00,,0.00,0.00,16.00,337.00,0.00,4.00,359.00,50.00,0.00,10.00
GA,Atlanta Public Schools,GA,Grady High School,130012000066,2015,Total enrollment,2.00,,28.00,4.00,79.00,721.00,475.00,49.00,1358.00,104.00,22.00,19.00
GA,Atlanta Public Schools,GA,Thomasville Heights Elementary School,130012000069,2015,Total enrollment,0.00,,0.00,0.00,4.00,418.00,0.00,0.00,422.00,35.00,0.00,0.00
GA,Atlanta Public Schools,GA,Benteen Elementary School,130012000073,2015,Total enrollment,0.00,,0.00,0.00,118.00,187.00,4.00,0.00,309.00,32.00,0.00,76.00
GA,Atlanta Public Schools,GA,D. H. Stanton Elementary School,130012000077,2015,Total enrollment,4.00,,0.00,2.00,2.00,241.00,4.00,0.00,253.00,38.00,2.00,0.00
GA,Atlanta Public Schools,GA,M. A. Jones Elementary School,130012000085,2015,Total enrollment,2.00,,2.00,0.00,5.00,565.00,0.00,4.00,578.00,50.00,2.00,0.00
GA,Atlanta Public Schools,GA,Douglass High School,130012000089,2015,Total enrollment,2.00,,0.00,0.00,28.00,823.00,2.00,5.00,860.00,137.00,4.00,10.00
GA,Atlanta Public Schools,GA,Cleveland Elementary School,130012000091,2015,Total enrollment,0.00,,2.00,0.00,22.00,310.00,2.00,4.00,340.00,47.00,0.00,10.00
GA,Atlanta Public Schools,GA,Cascade Elementary School,130012000092,2015,Total enrollment,0.00,,2.00,2.00,5.00,448.00,0.00,4.00,461.00,56.00,2.00,19.00
GA,Atlanta Public Schools,GA,Whitefoord Elementary School,130012000097,2015,Total enrollment,2.00,,0.00,0.00,10.00,244.00,4.00,10.00,270.00,62.00,0.00,0.00
GA,Atlanta Public Schools,GA,Scott Elementary School,130012000099,2015,Total enrollment,0.00,,0.00,0.00,22.00,322.00,2.00,5.00,351.00,44.00,0.00,13.00
GA,Atlanta Public Schools,GA,Fickett Elementary School,130012000103,2015,Total enrollment,2.00,,0.00,0.00,7.00,535.00,2.00,7.00,553.00,59.00,2.00,4.00
GA,Atlanta Public Schools,GA,Peyton Forest Elementary School,130012000106,2015,Total enrollment,0.00,,2.00,0.00,37.00,406.00,2.00,4.00,451.00,47.00,2.00,28.00
GA,Atlanta Public Schools,GA,Sutton Middle School,130012000107,2015,Total enrollment,2.00,,40.00,2.00,397.00,448.00,547.00,55.00,1491.00,149.00,19.00,88.00
GA,Atlanta Public Schools,GA,Fain Elementary School,130012000110,2015,Total enrollment,0.00,,0.00,2.00,43.00,472.00,0.00,0.00,517.00,44.00,0.00,25.00
GA,Atlanta Public Schools,GA,Continental Colony Elementary School,130012000113,2015,Total enrollment,2.00,,0.00,0.00,7.00,475.00,0.00,2.00,486.00,47.00,2.00,7.00
GA,Atlanta Public Schools,GA,Beecher Hills Elementary School,130012000118,2015,Total enrollment,0.00,,0.00,0.00,7.00,316.00,0.00,4.00,327.00,35.00,0.00,2.00
GA,Atlanta Public Schools,GA,Crim High School,130012000120,2015,Total enrollment,0.00,,0.00,0.00,4.00,178.00,0.00,2.00,184.00,20.00,0.00,2.00
GA,Atlanta Public Schools,GA,West Manor Elementary School,130012000121,2015,Total enrollment,2.00,,0.00,0.00,28.00,220.00,0.00,4.00,254.00,23.00,4.00,22.00
GA,Atlanta Public Schools,GA,Perkerson Elementary School,130012000122,2015,Total enrollment,0.00,,2.00,0.00,13.00,514.00,7.00,7.00,543.00,65.00,0.00,5.00
GA,Atlanta Public Schools,GA,Smith Elementary School,130012000124,2015,Total enrollment,0.00,,79.00,0.00,214.00,205.00,541.00,61.00,1100.00,95.00,2.00,133.00
GA,Atlanta Public Schools,GA,Brandon Elementary School,130012000127,2015,Total enrollment,4.00,,40.00,0.00,55.00,142.00,766.00,40.00,1047.00,68.00,13.00,25.00
GA,Atlanta Public Schools,GA,Morningside Elementary School,130012000130,2015,Total enrollment,0.00,,46.00,0.00,43.00,94.00,574.00,61.00,818.00,29.00,0.00,43.00
GA,Atlanta Public Schools,GA,Venetian Hills Elementary School,130012000133,2015,Total enrollment,0.00,,0.00,0.00,4.00,334.00,0.00,0.00,338.00,32.00,0.00,4.00
GA,Atlanta Public Schools,GA,Lin Elementary School,130012000136,2015,Total enrollment,5.00,,7.00,2.00,28.00,79.00,457.00,49.00,627.00,47.00,0.00,16.00
GA,Atlanta Public Schools,GA,Jackson Elementary School,130012000137,2015,Total enrollment,2.00,,49.00,0.00,40.00,97.00,610.00,28.00,826.00,74.00,10.00,28.00
GA,Atlanta Public Schools,GA,Gideons Elementary School,130012000139,2015,Total enrollment,0.00,,2.00,0.00,2.00,379.00,2.00,0.00,385.00,38.00,0.00,2.00
GA,Atlanta Public Schools,GA,The John Hope-Charles Walter Hill Elementary Schools,130012000143,2015,Total enrollment,0.00,,0.00,0.00,22.00,391.00,4.00,10.00,427.00,53.00,2.00,10.00
GA,Atlanta Public Schools,GA,Connally Elementary School,130012000147,2015,Total enrollment,0.00,,0.00,0.00,2.00,370.00,0.00,4.00,376.00,53.00,2.00,0.00
GA,Atlanta Public Schools,GA,Bethune Elementary School,130012000149,2015,Total enrollment,2.00,,0.00,0.00,16.00,502.00,4.00,7.00,531.00,35.00,0.00,5.00
GA,Atlanta Public Schools,GA,Bunche Middle School,130012000150,2015,Total enrollment,2.00,,0.00,0.00,10.00,736.00,4.00,4.00,756.00,98.00,4.00,4.00
GA,Atlanta Public Schools,GA,Mays High School,130012001865,2015,Total enrollment,0.00,,4.00,0.00,37.00,1681.00,4.00,4.00,1730.00,200.00,16.00,22.00
GA,Atlanta Public Schools,GA,Young Middle School,130012001866,2015,Total enrollment,0.00,,0.00,0.00,34.00,883.00,2.00,4.00,923.00,143.00,4.00,22.00
GA,Atlanta Public Schools,GA,Maynard H. Jackson- Jr. High School,130012001939,2015,Total enrollment,0.00,,10.00,2.00,52.00,922.00,82.00,22.00,1090.00,146.00,7.00,13.00
GA,Atlanta Public Schools,GA,North Atlanta High School,130012002212,2015,Total enrollment,4.00,,43.00,2.00,349.00,700.00,571.00,49.00,1718.00,131.00,10.00,58.00
GA,Atlanta Public Schools,GA,Centennial Academy,130012002290,2015,Total enrollment,2.00,,16.00,0.00,34.00,622.00,31.00,34.00,739.00,38.00,4.00,22.00
GA,Atlanta Public Schools,GA,Brown Middle School,130012002344,2015,Total enrollment,0.00,,2.00,0.00,10.00,535.00,0.00,2.00,549.00,89.00,13.00,4.00
GA,Atlanta Public Schools,GA,Charles R. Drew Charter School,130012002453,2015,Total enrollment,2.00,,7.00,4.00,28.00,727.00,205.00,46.00,1019.00,59.00,13.00,0.00
GA,Atlanta Public Schools,GA,Parkside Elementary School,130012002517,2015,Total enrollment,0.00,,4.00,0.00,40.00,442.00,73.00,13.00,572.00,80.00,2.00,19.00
GA,Atlanta Public Schools,GA,Heritage Academy Elementary,130012002613,2015,Total enrollment,0.00,,0.00,0.00,7.00,481.00,0.00,0.00,488.00,32.00,0.00,2.00
GA,Atlanta Public Schools,GA,Atlanta Neighborhood Charter - Elementary,130012002615,2015,Total enrollment,0.00,,2.00,2.00,22.00,73.00,298.00,25.00,422.00,44.00,4.00,4.00
GA,Atlanta Public Schools,GA,APS-Forrest Hills Academy,130012002798,2015,Total enrollment,0.00,,0.00,0.00,2.00,178.00,0.00,0.00,180.00,16.00,0.00,0.00
GA,Atlanta Public Schools,GA,West End Academy,130012002799,2015,Total enrollment,0.00,,0.00,0.00,10.00,88.00,0.00,0.00,98.00,<=2,0.00,0.00
GA,Atlanta Public Schools,GA,Dobbs Elementary School,130012003025,2015,Total enrollment,0.00,,0.00,2.00,22.00,448.00,0.00,4.00,476.00,53.00,0.00,7.00
GA,Atlanta Public Schools,GA,Bolton Academy,130012003028,2015,Total enrollment,4.00,,7.00,0.00,211.00,187.00,139.00,19.00,567.00,59.00,4.00,130.00
GA,Atlanta Public Schools,GA,Harper-Archer Middle School,130012003029,2015,Total enrollment,2.00,,0.00,0.00,40.00,622.00,0.00,2.00,666.00,107.00,0.00,16.00
GA,Atlanta Public Schools,GA,Bazoline E. Usher/Collier Heights Elmentary School,130012003030,2015,Total enrollment,0.00,,2.00,0.00,7.00,397.00,2.00,2.00,410.00,47.00,0.00,2.00
GA,Atlanta Public Schools,GA,KIPP West Atlanta Young Scholars Academy,130012003031,2015,Total enrollment,0.00,,0.00,0.00,2.00,319.00,0.00,2.00,323.00,35.00,4.00,0.00
GA,Atlanta Public Schools,GA,Finch Elementary,130012003468,2015,Total enrollment,0.00,,0.00,0.00,13.00,532.00,0.00,4.00,549.00,62.00,0.00,2.00
GA,Atlanta Public Schools,GA,Deerwood Academy School,130012003470,2015,Total enrollment,0.00,,2.00,0.00,19.00,664.00,2.00,7.00,694.00,35.00,2.00,7.00
GA,Atlanta Public Schools,GA,Burgess-Peterson Elementary School,130012003471,2015,Total enrollment,0.00,,0.00,0.00,10.00,298.00,40.00,7.00,355.00,59.00,0.00,0.00
GA,Atlanta Public Schools,GA,Early College High School at Carver,130012003540,2015,Total enrollment,2.00,,2.00,0.00,13.00,286.00,0.00,2.00,305.00,4.00,4.00,2.00
GA,Atlanta Public Schools,GA,Atlanta Neighborhood Charter - Middle,130012003541,2015,Total enrollment,0.00,,4.00,0.00,13.00,73.00,124.00,25.00,239.00,41.00,13.00,2.00
GA,Atlanta Public Schools,GA,School of Technology at Carver,130012003542,2015,Total enrollment,0.00,,0.00,0.00,4.00,280.00,0.00,2.00,286.00,47.00,4.00,2.00
GA,Atlanta Public Schools,GA,School of Health Sciences and Research at Carver,130012003543,2015,Total enrollment,2.00,,0.00,0.00,7.00,268.00,0.00,0.00,277.00,41.00,0.00,0.00
GA,Atlanta Public Schools,GA,The School of the Arts at Carver,130012003544,2015,Total enrollment,2.00,,0.00,0.00,4.00,403.00,0.00,2.00,411.00,53.00,4.00,0.00
GA,Atlanta Public Schools,GA,South Atlanta School of Computer Animation and Design,130012003551,2015,Total enrollment,0.00,,0.00,0.00,19.00,274.00,2.00,2.00,297.00,47.00,2.00,4.00
GA,Atlanta Public Schools,GA,South Atlanta Law and Social Justice School,130012003556,2015,Total enrollment,0.00,,0.00,2.00,10.00,259.00,2.00,0.00,273.00,38.00,2.00,4.00
GA,Atlanta Public Schools,GA,The B.E.S.T Academy,130012003558,2015,Total enrollment,0.00,,0.00,2.00,5.00,503.00,2.00,5.00,517.00,88.00,5.00,0.00
GA,Atlanta Public Schools,GA,South Atlanta School of Health and Medical Science,130012003567,2015,Total enrollment,0.00,,0.00,0.00,19.00,259.00,0.00,2.00,280.00,38.00,0.00,7.00
GA,Atlanta Public Schools,GA,Wesley International Academy Charter Facility,130012003589,2015,Total enrollment,0.00,,13.00,2.00,37.00,586.00,109.00,37.00,784.00,95.00,4.00,7.00
GA,Atlanta Public Schools,GA,Hillside Conant School,130012003660,2015,Total enrollment,0.00,,0.00,0.00,2.00,16.00,46.00,2.00,66.00,44.00,0.00,0.00
